course_name,course_id,review_id,content,rating,created,user_name
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224831857,Good,5.0,2025-12-23T02:26:39-08:00,Ashutosh Mohanty
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224814323,Always a delight to learn from Krish,5.0,2025-12-22T23:23:12-08:00,MAYANK SRIVASTAVA
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224741057,very good explanation. Thank you so much for the structured course !,5.0,2025-12-22T04:37:15-08:00,Hrishikesh Bhagawati
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224715787,It is a good course on agentic AI. Some coding need to be fixed to get work. Expected more practical real world implementation. Looking forward for more courses having real world agentic APP/Agent creation.,4.5,2025-12-22T00:29:16-08:00,Anil Kumar Kar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224613637,nice course,4.5,2025-12-20T03:09:58-08:00,Remya R
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224543317,very well explained the course,5.0,2025-12-19T02:33:14-08:00,Nandji Kumar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224535203,This is a good one to start with.,3.5,2025-12-19T01:00:22-08:00,H Seng Naw Aung
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224518995,Good learning bath Agentic ai,4.5,2025-12-18T21:36:26-08:00,Pandurang Chaudhari
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224433667,good,5.0,2025-12-17T23:41:45-08:00,Chandrashekar Muthe
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224328603,"The content is not updated, it was more than a year old. Repetation is there in the videos",2.0,2025-12-16T22:43:39-08:00,Pravar Sharma
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224228597,amazingg videos!,4.0,2025-12-15T22:46:41-08:00,Kanika Birla
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224186913,This is really great course for beginners and intermediate. He started from very basic and ended with advanced topic,4.5,2025-12-15T09:37:53-08:00,Digvijay Pandey
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224081693,Again Krish proved his teaching skills. I gained more knowledge on this course. One suggestion from my end is include n8n architecture and real vector database in the course rather than using in-memory db like FAISS and Chroma which is of production grade standard.,5.0,2025-12-14T04:44:39-08:00,Santosh Pusparaj
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224080599,"Very nice, keep adding new contnet Krish",4.5,2025-12-14T04:16:46-08:00,Sasidhar v
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224069477,"It is an amazing course. It had helped me to start my AI professional jourey very easy. The content and topic are well designed. And the explaination is great. 
Thanks Krish Naik for the great learning course",4.5,2025-12-13T23:05:04-08:00,Riku Srivastav
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,224060301,excellent so far,5.0,2025-12-13T17:09:42-08:00,Nabin Dhanuka
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223997707,"for beginner it's really verry good course. I am still in between, will post comment once complete this course.",5.0,2025-12-12T09:00:21-08:00,Pushkar Dhaked Singh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223962401,.......,5.0,2025-12-12T01:28:18-08:00,Swathi Chatti
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223649243,"A lot of repetition in each video. Videos could have been more concise and informative. Also, the examples used could have been more practical, seemed too simple to be of any practical use.",2.5,2025-12-08T22:09:02-08:00,Sanchit Kumar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223608747,It was a great course. Ended up learning a lot.,5.0,2025-12-08T09:22:23-08:00,Saurabh Bajaj
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223597321,Good,5.0,2025-12-08T06:53:34-08:00,Shilpa D
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223585937,Very nice.,5.0,2025-12-08T04:37:12-08:00,MAMTA SHARMA
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223552307,Great to learn,5.0,2025-12-07T22:21:29-08:00,Koyela Dutta
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223494395,...,5.0,2025-12-06T21:44:25-08:00,Yogesh Singh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223463735,Very good,5.0,2025-12-06T04:24:36-08:00,kasarla rakesh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223403371,Useful,4.5,2025-12-05T04:54:47-08:00,Neela Venkatesh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223394679,"Krish has excellent knowledge of Agentic AI, and he explains every concept in very simple and easy-to-understand terms. I really appreciate the clear examples and practical demonstrations throughout the course. This is one of the best bootcamps for learning LangGraph and LangChain.",5.0,2025-12-05T03:03:06-08:00,Sushil More
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223304433,Awesome skills to explain,5.0,2025-12-04T03:30:40-08:00,Jaydeep Dabhi
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223246025,have to go through other slides,4.5,2025-12-03T13:00:14-08:00,Nate Vinjamuri
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223214007,all good,5.0,2025-12-03T05:52:46-08:00,Sachin Sharn Gowda
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,223169251,Exaplanation good. but voice is breaking some times,4.0,2025-12-02T21:23:42-08:00,Chidhanand
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222985611,iTS too beginer friendly,3.5,2025-12-01T03:26:17-08:00,Lourvens Luxamar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222926763,"Great! I wish there was an updated version for Langchain 1.0, since the API has changed a lot.",3.5,2025-11-30T10:53:40-08:00,Capi Etheriel
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222919351,Indeed and it has really helped me to enhance my skills,4.5,2025-11-30T08:32:19-08:00,Vamsi Mallipeddi
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222899717,Great course,5.0,2025-11-30T02:09:28-08:00,Yogesh Honap
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222873271,good,5.0,2025-11-29T12:19:56-08:00,ANAND Vadapalli
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222852473,b v,4.0,2025-11-29T04:45:39-08:00,Snehal Kore
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222792835,This course makes noob feel hero in GenAI,4.0,2025-11-28T06:16:48-08:00,Pranav Titambe
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222716895,good,5.0,2025-11-27T10:06:46-08:00,Bharanidhar Dhar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222426349,good,4.0,2025-11-24T18:09:15-08:00,Balaji R
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222328569,Best,5.0,2025-11-23T20:21:56-08:00,Akash Sawant
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222310683,Awesome course.,5.0,2025-11-23T11:06:43-08:00,Anshul Rankawat
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222305965,good,5.0,2025-11-23T09:16:39-08:00,Anshuml
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222253767,very good course,4.5,2025-11-22T08:16:38-08:00,Vagmi G Bhat
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222183407,Many of the libraries and implementation is changed,2.0,2025-11-21T05:21:40-08:00,Atharva Khodke
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,222124205,"Great detail, easy to follow!",5.0,2025-11-20T13:49:40-08:00,Paul Pacholski
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221823157,A truly valuable course — Krish is an outstanding instructor. Highly recommended for anyone beginning their career journey.,5.0,2025-11-17T10:49:54-08:00,Ahmed Gaber
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221717129,Totally Amazed by the teaching skill of sir,5.0,2025-11-16T07:20:55-08:00,Rajat Gupta
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221673879,Excellent,5.0,2025-11-15T08:46:20-08:00,Milind Gade
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221565145,Amazing,5.0,2025-11-13T21:28:59-08:00,Ganesh S1
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221561673,it's ok so far,4.0,2025-11-13T20:32:19-08:00,Johnnie Sanders
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221457963,Very informative and easy to understand.,5.0,2025-11-12T20:48:43-08:00,Parag Bhagat
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221315199,"Really loved it ! 

It would be better if Krish Sir could make a small video to explain about different agentic workflows like parallel chaining , branch etc .",5.0,2025-11-11T10:24:34-08:00,Akhilesh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221098759,mac would have been better. very few use windows today especailly in US.,4.0,2025-11-09T08:45:16-08:00,Avinash Kawale
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221096697,"Great Course Overall. Detailed hands on with LangGraph. Liked it.

I think the length of the videos are long. Somethings could be skipped.",5.0,2025-11-09T08:05:11-08:00,Inuguri Nagendra
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221045347,yah everyting is smooth,4.5,2025-11-08T08:43:18-08:00,Lalit
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,221018823,good match for ai enthusaist,5.0,2025-11-07T22:11:18-08:00,Udemy User
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220994601,.,5.0,2025-11-07T10:47:18-08:00,SenthilKumar Subramanian
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220945453,This is good start,5.0,2025-11-07T00:53:32-08:00,Harjeet Singh Saini
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220805277,amazing!,5.0,2025-11-05T13:42:19-08:00,meer aram
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220576419,good coverage,4.0,2025-11-03T09:49:43-08:00,Anil Phulpagar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220419893,I liked this course as it covers all the important Langchain concepts with implementation and also building some applications. Krish Naik is really a Great tutor for people pursuing GenAI or Data Science Career,5.0,2025-11-01T00:36:49-07:00,SnGr_ Vivek
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220417059,"very detailed oriented course, too much taking experience",5.0,2025-10-31T23:02:13-07:00,Jayantkumar N Jayswal
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220412375,"One of the best courses I have seen for someone who wants to learn python, Generative AI,  Agentic AI and MCP.",5.0,2025-10-31T19:47:45-07:00,Wasim Ahmed
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220374993,Please add reference code and links to any websites,4.0,2025-10-31T07:19:35-07:00,Karthik Desai
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220351119,Trainer explains the concepts well,5.0,2025-10-31T02:52:54-07:00,Asif72s
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220316711,Tutor explanation is good,5.0,2025-10-30T18:33:22-07:00,Thulasiram Kuncham
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220282627,Nice,5.0,2025-10-30T09:09:33-07:00,Govind Singh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220257801,Good,3.5,2025-10-30T05:12:30-07:00,Sk. Tuhin Islam
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220194213,Explains very well & organized way !!,5.0,2025-10-29T14:34:03-07:00,Marvin Lee
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220141749,Good one,5.0,2025-10-29T04:35:53-07:00,KURIAN JOSEPH
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,220123125,"Very helpful, one of the best courses on Agentic AI, doesnt just focus on the surface level information, dives deep into nuances",5.0,2025-10-29T01:43:10-07:00,Varun Bhoj
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219999147,Krish Naik is one of the bset GenAiI tutors i have seen so far,5.0,2025-10-28T00:03:16-07:00,fredrick Ayivor
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219924637,"It was amazing, Thanks to Krish Naik and team :)",5.0,2025-10-27T05:46:52-07:00,S Santhosh Kumar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219910387,good,4.5,2025-10-27T03:24:27-07:00,Pakanati Ganesh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219828899,"We are learning sofware from Master Krish Naik ,learning Religion from Zakir Naik",5.0,2025-10-26T01:26:19-07:00,Ömer Panay
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219782225,good,4.5,2025-10-25T02:35:55-07:00,BARANIDHARAN Suresh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219737805,good,5.0,2025-10-24T08:26:49-07:00,Riddhi Anilkumar Vaid
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219726253,Great Course,5.0,2025-10-24T06:13:03-07:00,Mrunalmukund Borude
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219713107,Very clear,4.5,2025-10-24T03:28:40-07:00,Edirin Eyuren
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219472539,super exited to learn agentic ai development,4.5,2025-10-21T14:22:01-07:00,Mitu kr rabha
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219269787,wonderful class and very much satisfied with the classes.,5.0,2025-10-19T00:03:41-07:00,Pranav Babu
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219173215,this course can be a good starting point but it is quite superficial as well.,3.0,2025-10-17T05:32:46-07:00,Ahmet LAÇİN
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,219102883,didn't go through course comprehensively to comment about it,4.0,2025-10-16T09:32:38-07:00,Mudigonda Aravind kumar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218967867,Clear. waiting for better understanding,4.0,2025-10-15T03:06:02-07:00,gomathi s r
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218921441,Too long videos and very time consuming - Shorter more to point videos would be better. Students loose patience when each video is 20 + mins,3.0,2025-10-14T14:52:39-07:00,Gokul Ramesh Kumar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218874233,"All he does is copy and paste the code from other source, he doesn't even know what he's talking about. I don't like this way of teaching, it looks like someone else made the notebooks for him and he's just reciting the notebooks as part of teaching. 
There's no structure, in mid-way of explanation, he comes up with a new topic and starts explaining that.",2.5,2025-10-14T05:10:07-07:00,Solomon Leo
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218873667,Its really good to kick start my journey in Agentic AI and MCP.,5.0,2025-10-14T05:03:48-07:00,Koushik Gopinath
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218771451,Good explanation regarding apps installations necessary for work,4.0,2025-10-13T05:22:14-07:00,Mykhailo Kotelya
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218543831,great content,5.0,2025-10-09T22:13:43-07:00,Om Maswale
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218370987,Good,3.5,2025-10-08T04:44:42-07:00,Jonnadula Sri
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218194553,ggg,4.5,2025-10-06T09:28:50-07:00,Aashutosh Tandekar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218187897,Excellent course!,5.0,2025-10-06T08:09:51-07:00,Deepika N
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,218096035,very useful and best part is most of the demo's use groq api which is free to use.,5.0,2025-10-05T05:38:53-07:00,Mounica Narnindi
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217977257,Amazing,5.0,2025-10-03T03:34:33-07:00,Subhrajit Pyne
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217962073,"I recently completed this course and overall, I had a positive experience. The content was comprehensive and well-organized, covering all the key aspects of the topic. The subjects were engaging and relevant, which kept my interest throughout the lessons.
The instructor appeared to be knowledgeable and competent, clearly explaining even the more complex concepts. However, I encountered a significant issue with the instructor’s keyboard usage—there were numerous typos that were not corrected, which unfortunately made some parts of the course difficult to follow and slightly frustrating.
Despite this drawback, I believe the course offers solid educational value, and I would recommend it to others interested in the topic. I hope future updates will improve the quality of the written material.",4.0,2025-10-03T00:18:27-07:00,Andrea Minuto
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217835263,good,5.0,2025-10-01T09:28:40-07:00,Pankaj Singh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217823785,good,5.0,2025-10-01T07:04:21-07:00,TANUSHREE DUSANE
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217820815,"good course, broadly informative",5.0,2025-10-01T06:29:27-07:00,Mayur Reddy
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217809837,"I really don't like the course. Teacher unnecessary stretching the course video too long. If you watch video like ""Building Important Components Of Langchain"" its 22min video  and he teach nothing. in 22min he can give entire overview about langchain but nothing given.
The code he writes is poor. He should show atlist how at production like code looks but no example given.

Its 36hr long course so if someone take this course, then his intention is to get full idea with production like code example and with deployment. Because it will take almost a month if you try to complete it totally in a decent speed. 

But at the end of 36hr what learner gets, nothing. I think I should have watch a YouTube video instead of buying this course.

Totally not recommended",2.0,2025-10-01T04:12:01-07:00,Abhijit Das
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217664033,ok,5.0,2025-09-29T20:58:34-07:00,Lê Thanh Bình
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217627463,"good explanation as usual from Krish Naik Sir ,  but complete Agentic topics should have covered",5.0,2025-09-29T10:43:43-07:00,Ajay Keerthi
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217513657,good,5.0,2025-09-28T07:12:34-07:00,Senthilvel Kuppusamy
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217485547,Great,4.5,2025-09-27T20:22:11-07:00,Adhityan mudliyar
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217449131,Everything is going amazingly,4.5,2025-09-27T03:21:05-07:00,Amardeep Ranjan
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217441777,Extremely useful. It helped me with one of my technical projects in my company.,5.0,2025-09-27T00:20:04-07:00,Nagarjun Tumkur Shivamurthy
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217347903,good,5.0,2025-09-25T23:20:02-07:00,Atasi Bhoumik
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217233699,"Basic concepts are well covered, but more hands-on, industry-ready examples and projects are needed. Most of the concepts were rushed through without sufficient practical depth",3.5,2025-09-24T21:38:30-07:00,Ashish Idhol
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,217080201,Explain in very easy language,5.0,2025-09-23T09:24:45-07:00,Amitabh Deo Tiwari
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216903329,ok,5.0,2025-09-21T21:15:01-07:00,Mohammed Kashif Rafi
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216802253,Excellent content!!!,5.0,2025-09-20T00:14:45-07:00,Ritesh Singh
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216723455,Excellent,5.0,2025-09-19T00:55:45-07:00,Hemanthkumar Shanmugam
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216695367,Explanation should be improved a lot.,2.5,2025-09-18T17:01:15-07:00,Chandan Kumar Tripathy
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216639949,"A very good course backed by rich content , a captivating tone and good interactive examples",5.0,2025-09-18T04:19:18-07:00,Ashish Bajpai
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216634317,Very well explained,5.0,2025-09-18T03:19:20-07:00,ria dora
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216430133,Everything is clear,5.0,2025-09-16T04:45:56-07:00,ScaleupAlly Admito
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216430037,nice,4.5,2025-09-16T04:44:51-07:00,Nagaraju
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216358293,Greate explanation.,4.0,2025-09-15T11:02:14-07:00,Taniya Afreen
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216340803,super,4.5,2025-09-15T07:37:43-07:00,Shaahid Syed
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216333331,Amazing Learning experience.,5.0,2025-09-15T06:27:15-07:00,Amit Solanki
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216295807,Everything is good.,4.5,2025-09-14T23:55:14-07:00,Suraj Chaurasiya
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216292539,The content is cool,5.0,2025-09-14T23:18:32-07:00,Ahmed Ali Pathan
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216288727,giid,5.0,2025-09-14T22:26:45-07:00,Amalesh Paul
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216268411,Good one if you are starting to learn Agentic Ai,4.5,2025-09-14T12:29:58-07:00,Pratik
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216205463,"I feel like many of the things did not explained well, and just utilize it while coding.",2.0,2025-09-13T07:08:29-07:00,Ankur Gupta
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216172695,very confusing,1.0,2025-09-12T15:00:26-07:00,Henry Biko
Complete Agentic AI Bootcamp With LangGraph and Langchain,6487885,216141031,Teaching style is very very good.,5.0,2025-09-12T06:33:54-07:00,Ranjit Singh
