course_name,course_id,review_id,content,rating,created,user_name
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,214324811,Give me real world examples not line dog and cat image recognition,1.0,2025-08-22T06:55:18-07:00,Gourav Parikh
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,214079191,na,3.0,2025-08-20T00:00:05-07:00,Mahavir Rajpurohit
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,214055577,.,5.0,2025-08-19T18:07:41-07:00,Sakshi Kumari
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,214012257,Awesome,5.0,2025-08-19T07:13:57-07:00,Swapnil
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,212924171,excellent course and content,5.0,2025-08-06T06:24:06-07:00,Samrat Paul
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,212560027,"The content is good, but there is excessive repetition of the same ideas across initial lectures.",3.5,2025-08-02T01:57:55-07:00,Rohit Kumar Singh
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,212523303,..,5.0,2025-08-01T10:15:43-07:00,Nitish Kumar
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211976019,Gained in depth knowledge on Autogen Framework and Practical session helped a lot while creating an agent and team.,4.0,2025-07-27T07:15:35-07:00,venkata ravi teja kurakula
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211954471,Valuable course.,3.5,2025-07-26T22:59:19-07:00,Manisha Chaudhary
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211781639,Good,4.0,2025-07-24T12:17:32-07:00,KHAJA NAYAB RASOOL Shaik
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211704061,"The way you teach is superb, can you please make same course on cursor and  github copilot.",5.0,2025-07-23T21:44:31-07:00,Rajendra  Kumar Samal
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211608445,Awesome,4.5,2025-07-22T23:44:41-07:00,Joy Ghosh
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211487341,It was informative but a bit RUSHED slow down take some time to walk the un initiated users through. OVERALL great Video !!,5.0,2025-07-21T20:48:31-07:00,Danny Neal
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211391757,its mayank so yeah its phenomenal as always,5.0,2025-07-20T23:15:44-07:00,Sahil Sareen
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,211331197,very slow and repetitive,2.5,2025-07-19T22:38:04-07:00,Ashish Kabade
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210982071,Repeatation of Contents several times,3.0,2025-07-15T22:37:26-07:00,Abi
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210917727,Mayank is Great in explanation !!,5.0,2025-07-15T06:33:26-07:00,sankar Roy Chowdhury
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210831234,very well explained and practical solutions included.,5.0,2025-07-14T10:06:29-07:00,Nikhil Bhaturkar
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210782371,Ok,5.0,2025-07-14T01:06:04-07:00,Etnik Gashi
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210736737,good one,4.5,2025-07-13T08:37:19-07:00,Prabhat k mishra
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210717419,amazing contents in very nominal price.,5.0,2025-07-13T01:33:38-07:00,Ram kumar yadav
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210642539,The way teacher explain is amazing LOVE YOU FROM HEART,5.0,2025-07-11T12:48:20-07:00,Sajawal Khalil
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210578765,It's Amazing,4.5,2025-07-10T23:03:57-07:00,Vittal Ravulakolu
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210497885,Gr8,5.0,2025-07-10T02:39:01-07:00,Suhaib Ali
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,210463309,"Excellent course, very clear.",5.0,2025-07-09T18:16:30-07:00,Carlos José Viola
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209966731,Great course,5.0,2025-07-03T21:00:55-07:00,Venkatesh
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209886525,Detailed and clear explanations !! I m glad that I enrolled for this course...,5.0,2025-07-03T00:51:38-07:00,Baibhav Kumar
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209864075,It's great,5.0,2025-07-02T19:32:00-07:00,Harsh Mane
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209803737,excellent explanation,5.0,2025-07-02T04:17:46-07:00,Sharp RMM
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209792623,This is perfect course for learning Agentic AI,4.5,2025-07-02T02:14:35-07:00,Arpit Tiwari
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209791969,"It's an amazing course. I learnt a lot of things from basics to advanced concepts in this course. And i loved way of teaching who teach with various of use cases and examples. At the end, it is very helpful to me that how to make end-to-end multi-agent system in a structured way using Autogen framework.
Thanks a lot Mayank sir!",4.5,2025-07-02T02:07:21-07:00,Mayank Sharma
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209731005,Great experience,5.0,2025-07-01T09:51:19-07:00,M Noor Mohammed
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209728855,"Amazing course, Great explanation. All projects are easy to understand. Thank you so much :)",5.0,2025-07-01T09:25:13-07:00,DS with Bappy
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209726473,"great teaching style, easy to understand and digestible. Thanks Mayank for this course on new technology in such a simple way.",5.0,2025-07-01T08:55:29-07:00,Rizwan
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209704629,amazing,5.0,2025-07-01T05:04:16-07:00,Prasadarao
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209702619,Excited,5.0,2025-07-01T04:41:26-07:00,Avishek Patra
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209664729,Excellent course,5.0,2025-06-30T21:11:27-07:00,Rohini verma
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209652421,It covers end to end with Practical sessions,5.0,2025-06-30T17:06:46-07:00,Mahesh Kumar
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209555465,SO far so good,5.0,2025-06-30T00:26:17-07:00,Vasanthkumar
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209538665,Great course,5.0,2025-06-29T21:26:42-07:00,Sachin Asaram Tupsamundar
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209513233,Best Teacher,5.0,2025-06-29T11:37:06-07:00,Navin Kumar Tiwary
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209498169,Nice teaching. Comprehensive course with excellent explanations and real world projects.,5.0,2025-06-29T07:22:31-07:00,Rahul Mittal
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209494653,its great start to agentic ai and its very helpful,5.0,2025-06-29T06:25:12-07:00,Raj Patel
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209484089,Excellent course,5.0,2025-06-29T03:10:58-07:00,Ravichandra Vydhya
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209483987,Best Explanations and support.,5.0,2025-06-29T03:08:53-07:00,Ayush Kumar Poddar
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209483927,"Great course, and nice explaination.",5.0,2025-06-29T03:08:03-07:00,Sandeep kodam
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209460557,"Installation Anaconda , vs code and creating venv steps were clear",4.5,2025-06-28T16:23:54-07:00,Venkata Kambam
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209431691,"Cool , mayank sir and krish sir , lifes good",5.0,2025-06-28T05:26:35-07:00,Divesh Jadhwani
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209414351,super exited to go through this course,5.0,2025-06-27T23:21:47-07:00,Rachappa Bandi
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209413889,"Very Well explained, the presenters are highly professional and knowledgable. Highly recomended for any one aspiting to be AI Engineer.",5.0,2025-06-27T23:12:18-07:00,Gonawala Sunil
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209413029,"The Autogen Agentic Framework course is clear, practical, and insightful—perfect for mastering multi-agent AI development efficiently.",5.0,2025-06-27T22:50:57-07:00,Vikas Ratn
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209412863,awesome course,5.0,2025-06-27T22:46:34-07:00,Neelanjoy Bandyopadhyay
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209412847,Very Nice and the topics are covered thoroughly,5.0,2025-06-27T22:45:52-07:00,Sandeep Kumar Singh
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209412621,"Excellent course for mastering Agentic AI with AutoGen—clear explanations, practical projects, and cutting-edge concepts!",5.0,2025-06-27T22:41:01-07:00,Bahadursha A V L Sainadh
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209412617,Very Comprehensive and covered very well!,5.0,2025-06-27T22:40:58-07:00,Sivakumaran Shanmugasundaram
Building AI Agents & Agentic AI System via Microsoft Autogen,6547301,209018773,good,5.0,2025-06-24T06:38:16-07:00,Sandipan Acharya
